title,brand,category,subcategory,price,volume,alc,country,url
Peroni Nastro Azzurro,Peroni Nastro Azzuro,Lager,Pale Lager,15.65,1980,5.2,Italy,https://www.lcbo.com/en/peroni-nastro-azzurro-525188
Busch,Busch,Lager,Pale Lager,29.5,5325,4.7,Canada,https://www.lcbo.com/en/busch-168211
Moosehead Lager,Moosehead,Lager,Pale Lager,14.5,2046,5.0,Canada,https://www.lcbo.com/en/moosehead-lager-911396
Black Bellows White,Black Bellows,Ale,Wheat Ale,3.5,473,5.0,Canada,https://www.lcbo.com/en/black-bellows-white-517805
Refined Fool, Pouch Envy, Australian Pale Ale,Refined Fool,Ale,India Pale Ale (IPA),3.5,473,5.0,Canada,https://www.lcbo.com/en/refined-fool-pouch-envy-australian-pale-ale-998138
Sleeman Clear 2.0,Sleeman,Lager,Pale Lager,14.5,2130,4.0,Canada,https://www.lcbo.com/en/sleeman-clear-2-0-25397
Old Vienna Lager,Old Vienna,Lager,Pale Lager,13.5,2838,5.0,Canada,https://www.lcbo.com/en/old-vienna-lager-460881
Divercity Helles Lager,Lost Craft Brewery,Lager,Pale Lager,3.15,473,NULL,Canada,https://www.lcbo.com/en/divercity-helles-lager-549865
Tobermory Brewing Bruce Trail Blonde Ale,Tobermory Brewing,Ale,Pale Ale,3.25,473,5.2,Canada,https://www.lcbo.com/en/tobermory-brewing-bruce-trail-blonde-ale-17379
Sleeping Giant Skull Rock Stout,Sleeping Giant,Ale,Stout & Porter,3.3,473,5.1,Canada,https://www.lcbo.com/en/sleeping-giant-skull-rock-stout-482265
Duntroon Cyder House - Raindance Rhubarb Infused,Duntrool,Cider,Flavoured Cider,3.85,473,4.3,Canada,https://www.lcbo.com/en/duntroon-cyder-house-raindance-rhubarb-infused-10432
Riverhead Brewing Tropical IPA,Riverhead Brewing Company Ltd,Ale,India Pale Ale (IPA),3.85,473,6.1,Canada,https://www.lcbo.com/en/riverhead-brewing-tropical-ipa-576959
Corona,Corona,Lager,Pale Lager,15.95,2130,4.6,Canada,https://www.lcbo.com/en/corona-17846
Bud Light Peach,Bud Light,Ale,Flavoured & Spiced Beer,3.0,473,4.0,Canada,https://www.lcbo.com/en/bud-light-peach-26309
CATAPULT BREWING Kolsch Style Lagered Ale,Catapult Brewing,Ale,Lagered Ale,3.3,473,4.7,Canada,https://www.lcbo.com/en/catapult-brewing-kolsch-style-lagered-ale-10590
Frank Brewing Lemonade Sour,Frank Brewing,Ale,Sour Ale,3.45,473,3.8,Canada,https://www.lcbo.com/en/frank-brewing-lemonade-sour-19726
Buzz Hemp Beer,Buzz,Lager,Pale Lager,7.5,1420,5.0,Canada,https://www.lcbo.com/en/buzz-hemp-beer-11620
Radical Road Yuzu Pale Ale,Radical Road,Ale,Flavoured & Spiced Beer,3.3,473,5.0,Canada,https://www.lcbo.com/en/radical-road-yuzu-pale-ale-519926
Lost Craft Apple Cider,Lost Craft,Cider,Traditional Cider,3.4,473,5.0,Canada,https://www.lcbo.com/en/lost-craft-apple-cider-688572
Pombucha - Harmony Of Cider & Kombucha,Drinklab Inc.,Cider,Flavoured Cider,3.5,473,4.0,Canada,https://www.lcbo.com/en/pombucha-harmony-of-cider-kombucha-131649
Lost Craft Cucumber Mint Radler,Lost Craft,Non-Alcoholic & Specialty,Radler & Shandy,3.35,473,NULL,Canada,https://www.lcbo.com/en/lost-craft-cucumber-mint-radler-20228
Collective Arts Audio Visual Lager,Collective Arts,Lager,Pale Lager,3.25,473,4.8,Canada,https://www.lcbo.com/en/collective-arts-audio-visual-lager-12854
Meyers Creek Brewing Vanilla Porter,Meyers Creek Brewing,Ale,Stout & Porter,3.95,473,5.2,Canada,https://www.lcbo.com/en/meyers-creek-brewing-vanilla-porter-16695
Stock And Row Slow & Low Dry Cider,Stock & Row,Cider,Traditional Cider,3.45,355,5.0,Canada,https://www.lcbo.com/en/stock-and-row-slow-low-dry-cider-19370
Berliner Pilsner,Beringer,Lager,Pale Lager,2.45,500,5.0,Germany,https://www.lcbo.com/en/berliner-pilsner-574509
Busch,Busch,Lager,Pale Lager,40.95,8184,4.7,Canada,https://www.lcbo.com/en/busch-696138
Muskoka Hazed & Confused,Muskoka Brewery,Ale,India Pale Ale (IPA),3.6,473,6.5,Canada,https://www.lcbo.com/en/muskoka-hazed-confused-159772
Sapporo Premium Beer,Sapporo,Lager,Pale Lager,15.95,2130,5.0,Canada,https://www.lcbo.com/en/sapporo-premium-beer-568642
Michelob Ultra,Michelob,Lager,Pale Lager,28.95,4260,4.0,Canada,https://www.lcbo.com/en/michelob-ultra-359398
Sons of Kent Brewing Company HiFi Mango Passionfruit Sour,Sons of Kent,Ale,Sour Ale,3.55,473,4.8,Canada,https://www.lcbo.com/en/sons-of-kent-brewing-company-hifi-mango-passionfruit-sour-24623
Mill Street Tea Time Lemon Wheat,Mill Street,Ale,Flavoured & Spiced Beer,3.55,473,5.0,Canada,https://www.lcbo.com/en/mill-street-tea-time-lemon-wheat-25390
Passion Project Hazy IPA,Katalyst Brewing,Ale,India Pale Ale (IPA),3.9,473,5.8,Canada,https://www.lcbo.com/en/passion-project-hazy-ipa-24113
Busch Lager,Busch,Lager,Pale Lager,52.95,10650,4.7,Canada,https://www.lcbo.com/en/busch-lager-15090
Carling Old Vienna,Carling,Lager,Amber Lager,40.95,8184,5.0,Canada,https://www.lcbo.com/en/carling-old-vienna-902056
Budweiser,Budweiser,Lager,Pale Lager,27.95,5676,5.0,Canada,https://www.lcbo.com/en/budweiser-218099
Redneck Eatz Logger,Redneck Eatz,Lager,Pale Lager,2.95,473,4.7,Canada,https://www.lcbo.com/en/redneck-eatz-logger-22072
Bud Light,Bud Light,Lager,Pale Lager,2.9,473,4.0,Canada,https://www.lcbo.com/en/bud-light-1107
Brock Street Brewing Craft Light Lager,Brock Street Brewing,Lager,Pale Lager,3.1,473,3.7,Canada,https://www.lcbo.com/en/brock-street-brewing-craft-light-lager-26074
Frank Brewing Bombshell Blonde Ale,Frank Brewing,Ale,Pale Ale,2.95,473,4.4,Canada,https://www.lcbo.com/en/frank-brewing-bombshell-blonde-ale-486100
Muskoka Detour,Muskoka Brewery,Ale,India Pale Ale (IPA),29.95,4260,4.3,Canada,https://www.lcbo.com/en/muskoka-detour-513093
Lagunitas IPA,NULL,Ale,India Pale Ale (IPA),3.4,500,6.2,Netherlands,https://www.lcbo.com/en/lagunitas-ipa-26164
Budweiser,Budweiser,Lager,Pale Lager,31.5,5325,5.0,Canada,https://www.lcbo.com/en/budweiser-616938
Eagle IPA,Charles Wells,Ale,India Pale Ale (IPA),2.8,500,5.0,United Kingdom,https://www.lcbo.com/en/eagle-ipa-439828
Carling Light,Carling,Lager,Pale Lager,42.95,8520,4.0,Canada,https://www.lcbo.com/en/carling-light-616029
Big Rig Bongo Tequilima Cerveza Radler,Big Rig Brewery,Non-Alcoholic & Specialty,Radler & Shandy,3.35,473,2.9,Canada,https://www.lcbo.com/en/big-rig-bongo-tequilima-cerveza-radler-24577
Czechvar Dark Lager,Czechvar,Lager,Dark Lager,2.8,500,4.7,Czechia,https://www.lcbo.com/en/czechvar-dark-lager-18170
Royal City Bootleg Cream Ale,Royal City,Ale,Lagered Ale,3.35,473,5.5,Canada,https://www.lcbo.com/en/royal-city-bootleg-cream-ale-22694
Beyond The Pale Aromatherapy IPA,Beyond The Pale,Ale,India Pale Ale (IPA),4.5,473,6.5,Canada,https://www.lcbo.com/en/beyond-the-pale-aromatherapy-ipa-483388
Perth Brewery Calypso IPA,Perth Brewery,Ale,India Pale Ale (IPA),3.45,473,4.8,Canada,https://www.lcbo.com/en/perth-brewery-calypso-ipa-557439
Corona Light,Corona,Lager,Pale Lager,15.95,1980,3.4,Canada,https://www.lcbo.com/en/corona-light-17850
Heineken 0.0,Heineken,Non-Alcoholic & Specialty,Non-Alcoholic Beer,12.35,1980,0.0,Netherlands,https://www.lcbo.com/en/heineken-0-0-589416
Grolsch Premium Pilsner,Grolsch,Lager,Pale Lager,2.9,500,5.0,Netherlands,https://www.lcbo.com/en/grolsch-premium-pilsner-535294
Gateway City Brewery 137 Rye Pale Ale,Gateway City Brewery,Ale,Pale Ale,3.25,473,5.1,Canada,https://www.lcbo.com/en/gateway-city-brewery-137-rye-pale-ale-16437
Estrella Damm Lager,Damm,Lager,Pale Lager,3.15,500,5.4,Spain,https://www.lcbo.com/en/estrella-damm-lager-531400
Woodhouse IPA,Woodhouse Brewing,Ale,India Pale Ale (IPA),3.35,473,6.0,Canada,https://www.lcbo.com/en/woodhouse-ipa-538538
Matron Brewing Janky IPA,Matron Brewing,Ale,India Pale Ale (IPA),3.95,355,6.0,Canada,https://www.lcbo.com/en/matron-brewing-janky-ipa-22021
Sons of Kent Flywheel Blonde Lager,Sons Of Kent,Lager,Pale Lager,3.25,473,4.5,Canada,https://www.lcbo.com/en/sons-of-kent-flywheel-blonde-lager-10047
Prince Eddy's Blonde Ale,Prince Eddy'S Brewing Co,Ale,Pale Ale,3.45,473,4.7,Canada,https://www.lcbo.com/en/prince-eddy-s-blonde-ale-638718
Wellington Brewery Layback IPA w/ Guava & Coconut,Wellington Brewery,Ale,India Pale Ale (IPA),3.95,473,5.5,Canada,https://www.lcbo.com/en/wellington-brewery-lackback-ipa-25694
Moosehead Neon Radler Tropical Punch,Moosehead,Non-Alcoholic & Specialty,Radler & Shandy,2.95,473,4.0,Canada,https://www.lcbo.com/en/moosehead-neon-radler-tropical-punch-24996
Labatt Blue,Labatt,Lager,Pale Lager,3.45,740,5.0,Canada,https://www.lcbo.com/en/labatt-blue-415224
Budweiser,Budweiser,Lager,Pale Lager,14.25,2046,5.0,Canada,https://www.lcbo.com/en/budweiser-902619
Longslice Brewery Princess Clementine Sour,Longslice Brewery,Ale,Sour Ale,3.95,473,5.0,Canada,https://www.lcbo.com/en/longslice-brewery-princess-clementine-sour-23513
New Ontario Brewing Bear Runner Blonde Ale,New Ontario Brewing,Ale,Pale Ale,3.35,473,4.5,Canada,https://www.lcbo.com/en/new-ontario-brewing-bear-runner-blonde-ale-473637
Seagram White Peach Cider,Seagrams,Cider,Flavoured Cider,2.95,473,5.3,Canada,https://www.lcbo.com/en/seagram-white-peach-cider-19985
Creemore Springs Premium Lager,Creemore Springs,Lager,Pale Lager,3.4,473,5.0,Canada,https://www.lcbo.com/en/creemore-springs-premium-lager-666917
Caledon Hills Bohemian Pils,Caledon Hills,Lager,Pale Lager,3.4,473,4.2,Canada,https://www.lcbo.com/en/caledon-hills-bohemian-pils-10474
Sleeman Original Draught,Sleeman,Lager,Pale Lager,14.25,2046,5.0,Canada,https://www.lcbo.com/en/sleeman-original-draught-612259
Founders All Day IPA,Founders Brewing,Ale,India Pale Ale (IPA),3.7,568,4.7,United States,https://www.lcbo.com/en/founders-all-day-ipa-578443
Molson Canadian Cold Shots 6.0,Molson,Lager,Pale Lager,5.0,888,6.0,Canada,https://www.lcbo.com/en/molson-canadian-cold-shots-6-0-17488
Carib Lager,Carib,Lager,Pale Lager,13.9,1980,5.2,Trinidad & Tobago,https://www.lcbo.com/en/carib-lager-328419
Alexander Keith's IPA,Alexander Keith's,Ale,India Pale Ale (IPA),16.5,2838,5.0,Canada,https://www.lcbo.com/en/alexander-keith-s-ipa-442582
The Second Wedge Brewing High Grass Lemongrass Ginger Saison,The Second Wedge Brewing Company,Ale,Belgian Ale,3.5,473,5.0,Canada,https://www.lcbo.com/en/the-second-wedge-brewing-high-grass-lemongrass-ginger-saison-618751
Vieni Sparkling Apple Cider,VIENI ESTATES INC.,Cider,Traditional Cider,13.8,750,6.0,Canada,https://www.lcbo.com/en/vieni-sparkling-apple-cider-23071
London Brewing Front Porch Session IPA,London Brewing,Ale,India Pale Ale (IPA),3.25,473,4.0,Canada,https://www.lcbo.com/en/london-brewing-front-porch-session-ipa-13534
Carling Lager,Carling,Lager,Pale Lager,42.95,8520,4.9,Canada,https://www.lcbo.com/en/carling-lager-615187
Tomorrow Brew Co. Monty's Aged Ryed Ale,Old Tomorrow Brew Co.,Ale,Pale Ale,3.35,473,6.2,Canada,https://www.lcbo.com/en/old-tomorrow-brew-co-monty-s-aged-ryed-ale-498691
Zubr,Zubr,Lager,Pale Lager,2.55,500,5.7,Poland,https://www.lcbo.com/en/zubr-617183
Side Launch Raspberry Lemonade Refresher,Side Launch,Ale,Sour Ale,3.45,473,4.2,Canada,https://www.lcbo.com/en/side-launch-raspberry-lemonade-refresher-25224
Muskoka Tread Lightly,Muskoka Brewery,Lager,Pale Lager,3.1,473,4.0,Canada,https://www.lcbo.com/en/muskoka-tread-lightly-15415
Waterloo Premium Amber,Waterloo Brewing,Lager,Amber Lager,2.95,473,6.8,Canada,https://www.lcbo.com/en/waterloo-premium-amber-263327
Singha Lager,Singha,Lager,Pale Lager,13.5,1980,5.0,Thailand,https://www.lcbo.com/en/singha-lager-676395
Leffe Blonde,Leffe,Ale,Belgian Ale,15.95,1980,6.5,Belgium,https://www.lcbo.com/en/leffe-blonde-84012
Pearbucha Flavoured Cider,Pombucha,Cider,Flavoured Cider,3.6,473,4.0,Canada,https://www.lcbo.com/en/pearbucha-flavoured-cider-25032
Railway City Juice Caboose IPA,Railway City,Ale,India Pale Ale (IPA),3.45,473,6.8,Canada,https://www.lcbo.com/en/railway-city-juice-caboose-ipa-10833
Lomza Beer,Lomza,Lager,Pale Lager,2.5,500,5.5,Poland,https://www.lcbo.com/en/lomza-beer-540815
Beck's,Beck's,Lager,Pale Lager,3.0,500,5.0,Germany,https://www.lcbo.com/en/beck-s-322362
Bench Brewing Stone Road White Ale,Bench Brewing,Ale,Wheat Ale,3.35,473,4.2,Canada,https://www.lcbo.com/en/bench-brewing-stone-road-white-ale-647867
Lake of Bays Early Warning Juicy IPA,Lake of Bays Brewing,Ale,India Pale Ale (IPA),3.45,473,NULL,Canada,https://www.lcbo.com/en/lake-of-bays-early-warning-juicy-ipa-17783
Muskoka Tread Lightly,Muskoka Brewery,Lager,Pale Lager,28.95,4260,4.0,Canada,https://www.lcbo.com/en/muskoka-tread-lightly-15787
Broadhead Brewing Guava & Strawberry Saison,Broadhead Brewing,Ale,Belgian Ale,3.85,473,7.5,Canada,https://www.lcbo.com/en/broadhead-brewing-guava-strawberry-saison-24565
Young's Double Chocolate Stout,Young's,Ale,Stout & Porter,3.45,440,5.2,United Kingdom,https://www.lcbo.com/en/young-s-double-chocolate-stout-159202
Sam Adams Wicked Easy,Sam Adams,Lager,Pale Lager,3.25,473,4.7,United States,https://www.lcbo.com/en/sam-adams-wicked-easy-25424
Busch Ice,Busch,Lager,Pale Lager,11.95,2838,5.5,Canada,https://www.lcbo.com/en/busch-ice-15256
Imperial City Brew house Milkshake IPA,Imperial City Brewhouse,Ale,India Pale Ale (IPA),3.6,473,6.0,Canada,https://www.lcbo.com/en/imperial-city-brewhouse-milkshake-ipa-26698
Muskoka Cliff Jump Cranberry Cider,Muskoka Brewery,Cider,Flavoured Cider,3.8,473,5.5,Canada,https://www.lcbo.com/en/muskoka-cliff-jump-cranberry-cider-688630
Publican House Pub House Ale,The Publican House,Ale,Lagered Ale,3.3,473,4.8,Canada,https://www.lcbo.com/en/publican-house-pub-house-ale-437152
Cowbell Rose Cider,Cowbell Brewing,Cider,Flavoured Cider,3.6,473,5.0,Canada,https://www.lcbo.com/en/cowbell-rose-cider-19998
Muskoka Detour,Muskoka Brewery,Ale,India Pale Ale (IPA),3.45,473,4.3,Canada,https://www.lcbo.com/en/muskoka-detour-404368
Mill Street Organic Lager,Mill Street,Lager,Pale Lager,26.95,4260,4.2,Canada,https://www.lcbo.com/en/mill-street-organic-lager-16697
Anderson Craft Ales Aussie IPA,Anderson Craft Ales,Ale,India Pale Ale (IPA),15.45,2130,6.2,Canada,https://www.lcbo.com/en/anderson-craft-ales-aussie-ipa-22618
Four Fathers Brewing Shevchenko 9 +,Four Fathers Brewing,Lager,Dark Lager,3.2,473,5.0,Canada,https://www.lcbo.com/en/four-fathers-brewing-shevchenko-9-493445
Anderson IPA,Anderson Craft Ales,Ale,India Pale Ale (IPA),14.95,2130,6.5,Canada,https://www.lcbo.com/en/anderson-ipa-494633
Miller Lite,Miller,Lager,Pale Lager,17.25,2838,4.0,Canada,https://www.lcbo.com/en/miller-lite-558940
Bobcaygeon Brewing Houseboat Hefeweizen,Bobcaygeon Brewing,Ale,Wheat Ale,3.75,473,5.1,Canada,https://www.lcbo.com/en/bobcaygeon-brewing-houseboat-hefeweizen-27245
Flying Monkeys 12 Minutes to Destiny,Flying Monkeys,Ale,Flavoured & Spiced Beer,3.65,473,4.1,Canada,https://www.lcbo.com/en/flying-monkeys-12-minutes-to-destiny-514935
Growers Granny Smith Apple Cider,Growers,Cider,Flavoured Cider,13.95,1980,7.0,Canada,https://www.lcbo.com/en/growers-granny-smith-apple-cider-238436
Anderson Craft Ales New Zealand Lager,Anderson Craft Ales,Lager,Pale Lager,14.95,2130,5.0,Canada,https://www.lcbo.com/en/anderson-craft-ales-new-zealand-lager-19720
Pump House Crafty Radler Blood Orange Peach,PUMP HOUSE,Non-Alcoholic & Specialty,Radler & Shandy,3.45,473,4.7,Canada,https://www.lcbo.com/en/pump-house-crafty-radler-blood-orange-peach-25083
Innis & Gunn Caribbean Rum Cask,Innis & Gunn,Ale,Dark Ale,15.85,1980,6.8,United Kingdom,https://www.lcbo.com/en/innis-gunn-caribbean-rum-cask-572008
Cameron's Brewing Co. Jungle of Love Tropical Fruit Sour,Cameron's Brewing,Ale,Sour Ale,3.95,473,4.8,Canada,https://www.lcbo.com/en/cameron-s-brewing-co-jungle-of-love-tropical-fruit-sour-25085
Bobcaygeon Brewing Common Loon APA,Bobcaygeon Brewing,Ale,Pale Ale,3.45,473,4.6,Canada,https://www.lcbo.com/en/bobcaygeon-brewing-common-loon-apa-471474
Waterloo Craft Lager,Waterloo Brewing,Lager,Pale Lager,2.95,473,4.8,Canada,https://www.lcbo.com/en/waterloo-craft-lager-142745
Dos Equis Lager,Dos Equis,Lager,Pale Lager,15.95,2130,4.5,Mexico,https://www.lcbo.com/en/dos-equis-lager-616540
Wellington Brewery Upside IPA,Wellington Brewery,Ale,India Pale Ale (IPA),3.55,473,6.8,Canada,https://www.lcbo.com/en/wellington-brewery-upside-ipa-508580
Sleeping Giant White Out Hazy IPA,Sleeping Giant,Ale,India Pale Ale (IPA),3.55,473,6.1,Canada,https://www.lcbo.com/en/sleeping-giant-white-out-hazy-ipa-16301
Moosehead Neon Radler Blue Raspberry,Moosehead,Non-Alcoholic & Specialty,Radler & Shandy,2.95,473,4.0,Canada,https://www.lcbo.com/en/moosehead-neon-radler-blue-raspberry-24995
DAB Dark Lager,DAB,Lager,Dark Lager,2.45,500,4.9,Germany,https://www.lcbo.com/en/dab-dark-lager-384677
Busl - Rubus - Hibiscus & Raspberry Cider,Busl,Cider,Flavoured Cider,3.95,473,5.0,Canada,https://www.lcbo.com/en/busl-rubus-hibiscus-raspberry-cider-25123
Railway City  Black Coal Stout,Railway City,Ale,Stout & Porter,3.35,473,NULL,Canada,https://www.lcbo.com/en/railway-city-black-coal-stout-413781
Lake of the Woods Dead Mans Switch NEIPA,Lake Of The Woods,Ale,India Pale Ale (IPA),3.75,473,6.8,Canada,https://www.lcbo.com/en/lake-of-the-woods-dead-mans-switch-neipa-20939
Purple Skull Kolsch,Purple Skull Brewing,Ale,Lagered Ale,3.25,473,4.2,Canada,https://www.lcbo.com/en/purple-skull-kolsch-10312
St-Ambroise Oatmeal Stout,St. Ambroise,Ale,Stout & Porter,3.05,473,5.0,Canada,https://www.lcbo.com/en/st-ambroise-oatmeal-stout-398677
Amsterdam Fria Cerveza,Amsterdam,Lager,Pale Lager,3.15,473,4.6,Canada,https://www.lcbo.com/en/amsterdam-fria-cerveza-14953
Carling,Carling,Lager,Pale Lager,40.95,8184,4.9,Canada,https://www.lcbo.com/en/carling-695635
Sleeman Original Draught,Sleeman,Lager,Pale Lager,31.5,5325,5.0,Canada,https://www.lcbo.com/en/sleeman-original-draught-425744
Molson Ultra,Molson,Lager,Pale Lager,26.5,4260,3.0,Canada,https://www.lcbo.com/en/molson-ultra-14070
Lake of Bays Day Dreamin' Tropical Fruit Pale Ale,Lake of Bays Brewing,Ale,Pale Ale,3.5,473,4.9,Canada,https://www.lcbo.com/en/lake-of-bays-day-dreamin-tropical-fruit-pale-ale-24580
Kronenbourg 1664,Kronenbourg 1664,Lager,Pale Lager,15.75,1980,4.7,France,https://www.lcbo.com/en/kronenbourg-1664-6106
Whitewater Brewing Co. High Tide,Whitewater Brewing,Ale,India Pale Ale (IPA),3.65,473,6.9,Canada,https://www.lcbo.com/en/whitewater-brewing-co-high-tide-19995
Bud Light,Bud Light,Lager,Pale Lager,14.25,2046,4.0,Canada,https://www.lcbo.com/en/bud-light-908632
Labatt Blue,Labatt,Lager,Pale Lager,42.95,8520,5.0,Canada,https://www.lcbo.com/en/labatt-blue-906313
Turkey Shoot Brewing Lake Simcoe Lagered Ale,Turkey Shoot Brewing,Ale,Lagered Ale,3.5,473,4.8,Canada,https://www.lcbo.com/en/turkey-shoot-brewing-lake-simcoe-lagered-ale-22022
Molson Canadian,Molson,Lager,Pale Lager,29.95,5676,5.0,Canada,https://www.lcbo.com/en/molson-canadian-568188
Holsten Premium Pilsner,Holsten,Lager,Pale Lager,2.45,500,5.0,Germany,https://www.lcbo.com/en/holsten-premium-pilsner-288365
Henderson's FIGO Italian Pilsner,Henderson's Brewery,Lager,Pale Lager,3.6,473,5.5,Canada,https://www.lcbo.com/en/henderson-s-figo-italian-pilsner-23047
Refined Fool Millennial Session Sour,Refined Fool,Ale,Sour Ale,3.95,473,4.8,Canada,https://www.lcbo.com/en/millennial-passion-session-sour-25680
Muskoka Brewery Big World Small Batch,Muskoka Brewery,Ale,Belgian Ale,3.95,473,7.8,Canada,https://www.lcbo.com/en/muskoka-brewery-big-world-small-batch-24824
Mill Street Watermelon Wheat,Mill Street,Ale,Flavoured & Spiced Beer,3.5,473,4.5,Canada,https://www.lcbo.com/en/mill-street-watermelon-wheat-20071
Henderson's Brewing Co. Pearson Express IPA,Henderson Brewing,Ale,India Pale Ale (IPA),3.45,473,6.5,Canada,https://www.lcbo.com/en/henderson-s-brewing-co-pearson-express-ipa-513002
Railway City Dead Elephant IPA,Railway City,Ale,India Pale Ale (IPA),3.35,473,6.8,Canada,https://www.lcbo.com/en/railway-city-dead-elephant-ipa-272104
Creemore Kellerbier,Creemore,Lager,Pale Lager,3.4,473,5.0,Canada,https://www.lcbo.com/en/creemore-kellerbier-25057
Busch Light,Busch,Lager,Pale Lager,29.5,5325,4.0,Canada,https://www.lcbo.com/en/busch-light-209189
Heineken,Heineken,Lager,Pale Lager,3.4,500,4.7,Netherlands,https://www.lcbo.com/en/heineken-337949
Stella Artois,Stella Artois,Lager,Pale Lager,29.5,3960,5.0,Canada,https://www.lcbo.com/en/stella-artois-17852
Bellwoods Brewery Ghost Orchid IPA,Bellwoods Brewery,Ale,India Pale Ale (IPA),5.0,473,NULL,Canada,https://www.lcbo.com/en/bellwoods-brewery-ghost-orchid-ipa-25454
Vimy Brewing Co. Vimy Cream Ale,Vimy Brewing,Ale,Lagered Ale,3.25,473,5.2,Canada,https://www.lcbo.com/en/vimy-brewing-co-vimy-cream-ale-617290
Duntroon Cyder House Standing Rock,Duntrool,Cider,Traditional Cider,3.65,473,4.3,Canada,https://www.lcbo.com/en/duntroon-cyder-house-standing-rock-572594
Grand River Brewing Grand Ave IPA,Grand River Brewing,Ale,India Pale Ale (IPA),3.55,473,6.5,Canada,https://www.lcbo.com/en/grand-river-brewing-grand-ave-ipa-18750
Muskoka Venture Off The Beaten Pack,Muskoka Brewery,Gifts and Samplers,Taster Packs,27.5,4260,5.0,Canada,https://www.lcbo.com/en/muskoka-venture-off-the-beaten-pack-617464
Big Rig Brewery Shakedown APA,Big Rig Brewery,Ale,Pale Ale,3.6,473,5.6,Canada,https://www.lcbo.com/en/big-rig-brewery-shakedown-apa-14677
Budweiser,Budweiser,Lager,Pale Lager,55.95,10650,5.0,Canada,https://www.lcbo.com/en/budweiser-669416
Sleeman Clear 2.0 Mix Pack,Sleeman,Gifts and Samplers,Taster Packs,26.95,4260,4.0,Canada,https://www.lcbo.com/en/sleeman-clear-2-0-mix-pack-25566
